,time_frame,ENDPOINT_N_INVOC_API_ts-travel-service:queryInfo,ENDPOINT_N_INVOC_API_ts-travel-service:getRouteByTripId,ENDPOINT_N_INVOC_API_ts-travel-service:getTrainTypeByTripId,ENDPOINT_N_INVOC_API_ts-config-service:retrieve,ENTRYPOINT_AVG_EXTIME_ts-consign-service:findByOrderId,ENTRYPOINT_N_INVOC_API_ts-consign-service:findByOrderId,ENTRYPOINT_AVG_EXTIME_ts-travel-plan-service:getByCheapest,ENTRYPOINT_N_INVOC_API_ts-travel-plan-service:getByCheapest,ENDPOINT_N_INVOC_API_ts-ticketinfo-service:queryForStationId,ENDPOINT_N_INVOC_API_ts-ticketinfo-service:queryForTravel,ENDPOINT_N_INVOC_API_ts-station-service:queryForStationId,ENDPOINT_N_INVOC_API_ts-station-service:queryForNameBatch,ENDPOINT_N_INVOC_API_ts-travel2-service:queryInfo,ENDPOINT_N_INVOC_API_ts-route-service:queryById,ENDPOINT_N_INVOC_API_ts-seat-service:getLeftTicketOfInterval,ENDPOINT_N_INVOC_API_ts-food-service:createFoodOrder,ENTRYPOINT_AVG_EXTIME_ts-order-service:queryOrdersForRefresh,ENTRYPOINT_N_INVOC_API_ts-order-service:queryOrdersForRefresh,ENDPOINT_N_INVOC_API_ts-user-service:getUserByUserId,ENDPOINT_N_INVOC_API_ts-route-plan-service:getCheapestRoutes,ENTRYPOINT_AVG_EXTIME_ts-inside-payment-service:pay,ENTRYPOINT_N_INVOC_API_ts-inside-payment-service:pay,ENDPOINT_N_INVOC_API_ts-travel-service:getTripAllDetailInfo,ENDPOINT_N_INVOC_API_ts-order-other-service:securityInfoCheck,ENTRYPOINT_AVG_EXTIME_ts-preserve-service:preserve,ENTRYPOINT_N_INVOC_API_ts-preserve-service:preserve,ENDPOINT_N_INVOC_API_ts-contacts-service:getContactsByContactsId,ENTRYPOINT_AVG_EXTIME_ts-contacts-service:findContactsByAccountId,ENTRYPOINT_N_INVOC_API_ts-contacts-service:findContactsByAccountId,ENDPOINT_N_INVOC_API_ts-food-map-service:getFoodStoresByStationIds,ENDPOINT_N_INVOC_API_ts-security-service:check,ENTRYPOINT_AVG_EXTIME_ts-consign-service:updateConsign,ENTRYPOINT_N_INVOC_API_ts-consign-service:updateConsign,ENDPOINT_N_INVOC_API_ts-consign-price-service:getPriceByWeightAndRegion,ENDPOINT_N_INVOC_API_ts-basic-service:queryForStationId,ENDPOINT_N_INVOC_API_ts-basic-service:queryForTravel,ENDPOINT_N_INVOC_API_ts-seat-service:create,ENDPOINT_N_INVOC_API_ts-order-service:createNewOrder,ENDPOINT_N_INVOC_API_ts-order-service:getTicketListByDateAndTripId,ENDPOINT_N_INVOC_API_ts-order-service:getOrderById,ENDPOINT_N_INVOC_API_ts-order-service:calculateSoldTicket,ENDPOINT_N_INVOC_API_ts-train-service:retrieve,ENDPOINT_N_INVOC_API_ts-price-service:query,ENTRYPOINT_AVG_EXTIME_ts-food-service:getAllFood,ENTRYPOINT_N_INVOC_API_ts-food-service:getAllFood,ENDPOINT_N_INVOC_API_ts-food-map-service:getTrainFoodOfTrip,ENTRYPOINT_AVG_EXTIME_ts-cancel-service:cancelTicket,ENTRYPOINT_N_INVOC_API_ts-cancel-service:cancelTicket,ENTRYPOINT_AVG_EXTIME_ts-auth-service:getToken,ENTRYPOINT_N_INVOC_API_ts-auth-service:getToken,ENDPOINT_N_INVOC_API_ts-order-service:securityInfoCheck,ENTRYPOINT_AVG_EXTIME_ts-assurance-service:getAllAssuranceType,ENTRYPOINT_N_INVOC_API_ts-assurance-service:getAllAssuranceType,ENTRYPOINT_AVG_EXTIME_ts-travel-service:queryInfo,ENTRYPOINT_N_INVOC_API_ts-travel-service:queryInfo,ENTRYPOINT_AVG_EXTIME_ts-order-service:POST,ENTRYPOINT_N_INVOC_API_ts-order-service:POST,ENDPOINT_N_INVOC_API_ts-order-service:GET
10,5704,1.0,5.0,4.0,4.0,0.0,0.0,62441.0,62441.0,11.0,1.0,15.0,0.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,1.0,6505.5,6505.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,4.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,12528.0,12528.0,117329.0,117329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5691,0.0,0.0,0.0,0.0,0.0,0.0,489467.0,489467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5705,1.0,5.0,3.0,3.0,0.0,0.0,504161.0,504161.0,11.0,1.0,14.0,1.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,1.0,8227.0,8227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,117790.0,117790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5706,3.0,8.0,7.0,6.0,0.0,0.0,209887.33333333334,209887.33333333334,25.0,4.0,41.0,2.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,7.0,0.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,119501.0,119501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5707,2.0,15.0,13.0,13.0,0.0,0.0,213907.5,213907.5,30.0,3.0,37.0,3.0,3.0,45.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,13.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5708,1.0,16.0,10.0,9.0,0.0,0.0,526955.0,526955.0,26.0,1.0,40.0,2.0,3.0,33.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,254627.5,254627.5,0.0,4414.5,4414.5,2.0,2.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,10.0,0.0,2.0,14.0,2.0,24428.5,24428.5,2.0,0.0,0.0,118039.0,118039.0,2.0,2887.0,2887.0,0.0,0.0,0.0,0.0,0.0
16,5709,2.0,12.0,9.0,10.0,0.0,0.0,54622.5,54622.5,34.0,3.0,46.0,3.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,0.0,0.0,10.0,0.0,3.0,15.0,3.0,29072.0,29072.0,1.0,0.0,0.0,0.0,0.0,0.0,2680.0,2680.0,14051.0,14051.0,0.0,0.0,0.0
17,5710,2.0,10.0,7.0,8.0,0.0,0.0,296987.0,296987.0,20.0,5.0,46.0,0.0,3.0,43.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,263216.3333333333,263216.3333333333,1.0,4131.666666666667,4131.666666666667,3.0,3.0,0.0,0.0,0.0,20.0,5.0,2.0,0.0,6.0,0.0,1.0,13.0,4.0,22837.0,22837.0,2.0,0.0,0.0,115721.0,115721.0,3.0,3043.5,3043.5,0.0,0.0,0.0,0.0,0.0
18,5711,0.0,11.0,9.0,6.0,0.0,0.0,0.0,0.0,23.0,3.0,40.0,3.0,1.0,25.0,8.0,2.0,192373.0,192373.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,2.0,10.0,0.0,4.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5712,2.0,10.0,8.0,8.0,0.0,0.0,148177.5,148177.5,17.0,5.0,40.0,2.0,0.0,25.0,6.0,1.0,175726.0,175726.0,1.0,2.0,0.0,0.0,0.0,0.0,275869.0,275869.0,0.0,9752.0,9752.0,1.0,1.0,0.0,0.0,0.0,17.0,5.0,3.0,1.0,8.0,0.0,2.0,14.0,4.0,25835.0,25835.0,1.0,0.0,0.0,0.0,0.0,1.0,4713.0,4713.0,22233.0,22233.0,0.0,0.0,0.0
20,5713,1.0,7.0,8.0,6.0,0.0,0.0,59872.0,59872.0,22.0,1.0,29.0,4.0,4.0,27.0,6.0,2.0,183922.5,183922.5,2.0,1.0,5955.0,5955.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,2.0,7.0,2.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,120284.0,120284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5714,2.0,9.0,6.0,6.0,0.0,0.0,128851.5,128851.5,27.0,2.0,36.0,2.0,1.0,37.0,6.0,0.0,0.0,0.0,0.0,2.0,7314.0,7314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,6.0,1.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,122560.0,122560.0,0.0,0.0,0.0,56802.5,56802.5,0.0,0.0,0.0
22,5715,3.0,12.0,9.0,8.0,0.0,0.0,151754.33333333334,151754.33333333334,27.0,3.0,42.0,2.0,2.0,43.0,9.0,1.0,189633.0,189633.0,1.0,3.0,11284.5,11284.5,0.0,0.0,274417.0,274417.0,0.0,5622.0,5622.0,2.0,0.0,0.0,0.0,0.0,27.0,3.0,1.0,1.0,9.0,2.0,2.0,13.0,2.0,23457.0,23457.0,2.0,0.0,0.0,116670.0,116670.0,0.0,3712.5,3712.5,23363.0,23363.0,0.0,0.0,0.0
23,5716,0.0,10.0,7.0,7.0,0.0,0.0,208468.0,208468.0,23.0,2.0,35.0,2.0,2.0,25.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,267144.0,267144.0,2.0,5865.0,5865.0,0.0,2.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,7.0,0.0,2.0,13.0,3.0,24164.0,24164.0,1.0,0.0,0.0,0.0,0.0,2.0,3054.0,3054.0,0.0,0.0,0.0,0.0,0.0
24,5717,2.0,11.0,9.0,8.0,0.0,0.0,55379.0,55379.0,23.0,4.0,42.0,1.0,1.0,29.0,8.0,0.0,0.0,0.0,0.0,1.0,7365.0,7365.0,1.0,1.0,255704.0,255704.0,1.0,4995.0,4995.0,2.0,2.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,9.0,2.0,2.0,12.0,2.0,22782.0,22782.0,2.0,12330.0,12330.0,0.0,0.0,2.0,3168.5,3168.5,0.0,0.0,0.0,0.0,0.0
25,5718,0.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,18.0,2.0,32.0,2.0,1.0,22.0,5.0,2.0,170810.0,170810.0,2.0,0.0,0.0,0.0,2.0,2.0,260960.0,260960.0,2.0,3917.0,3917.0,1.0,1.0,0.0,0.0,0.0,18.0,3.0,2.0,2.0,7.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13489.0,13489.0,0.0,0.0,0.0
26,5719,1.0,6.0,5.0,5.0,0.0,0.0,54439.0,54439.0,12.0,2.0,26.0,2.0,1.0,16.0,3.0,1.0,181813.0,181813.0,1.0,1.0,0.0,0.0,1.0,1.0,242960.0,242960.0,1.0,4608.0,4608.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0,2.0,1.0,5.0,0.0,1.0,8.0,2.0,22937.0,22937.0,1.0,0.0,0.0,0.0,0.0,1.0,3275.0,3275.0,0.0,0.0,0.0,0.0,0.0
27,5720,2.0,3.0,3.0,1.0,5028.0,5028.0,49977.5,49977.5,14.0,3.0,24.0,2.0,2.0,25.0,2.0,2.0,185576.0,185576.0,2.0,2.0,7791.5,7791.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18640.0,18640.0,1.0,14.0,2.0,1.0,2.0,3.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280065.0,280065.0,0.0,0.0,0.0
28,5721,0.0,3.0,4.0,3.0,6163.0,6163.0,0.0,0.0,4.0,2.0,16.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,8025.0,8025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18270.0,18270.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,5722,0.0,2.0,2.0,2.0,5335.0,5335.0,0.0,0.0,4.0,1.0,10.0,1.0,0.0,4.0,2.0,0.0,171822.0,171822.0,0.0,0.0,8752.5,8752.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21375.0,21375.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,12848.0,12848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,5723,1.0,2.0,2.0,2.0,0.0,0.0,226159.0,226159.0,6.0,0.0,6.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,8484.0,8484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,117256.0,117256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,5724,3.0,3.0,2.0,2.0,0.0,0.0,168026.33333333334,168026.33333333334,14.0,2.0,21.0,0.0,1.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,119929.0,119929.0,0.0,0.0,0.0,117632.0,117632.0,0.0,0.0,0.0
32,5725,1.0,10.0,8.0,8.0,0.0,0.0,64254.0,64254.0,24.0,2.0,35.0,2.0,2.0,41.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699.0,4699.0,1.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,8.0,0.0,2.0,12.0,2.0,23918.0,23918.0,1.0,0.0,0.0,122624.5,122624.5,0.0,3193.0,3193.0,0.0,0.0,0.0,0.0,0.0
33,5726,5.0,9.0,7.0,7.0,0.0,0.0,313875.5,313875.5,35.0,4.0,53.0,1.0,4.0,50.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,269704.0,269704.0,2.0,3773.0,3773.0,1.0,2.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,7.0,0.0,2.0,13.0,4.0,23297.0,23297.0,1.0,0.0,0.0,0.0,0.0,2.0,2946.0,2946.0,162837.5,162837.5,0.0,0.0,0.0
34,5727,1.0,16.0,13.0,12.0,0.0,0.0,0.0,0.0,40.0,7.0,68.0,1.0,1.0,46.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,249698.0,249698.0,1.0,4210.0,4210.0,2.0,2.0,0.0,0.0,0.0,40.0,7.0,0.0,0.0,13.0,0.0,7.0,25.0,5.0,23633.5,23633.5,2.0,0.0,0.0,116946.0,116946.0,2.0,4107.5,4107.5,27317.0,27317.0,0.0,0.0,0.0
35,5728,1.0,16.0,15.0,12.0,0.0,0.0,189117.0,189117.0,30.0,9.0,72.0,0.0,0.0,40.0,13.0,1.0,190964.0,190964.0,1.0,1.0,0.0,0.0,1.0,1.0,252989.0,252989.0,2.0,3619.0,3619.0,1.0,1.0,0.0,0.0,0.0,30.0,9.0,2.0,2.0,15.0,0.0,7.0,33.0,9.0,23698.0,23698.0,1.0,0.0,0.0,0.0,0.0,1.0,3090.0,3090.0,0.0,0.0,0.0,0.0,0.0
36,5729,1.0,19.0,13.0,12.0,0.0,0.0,60216.0,60216.0,36.0,3.0,55.0,4.0,5.0,53.0,12.0,1.0,177861.0,177861.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3.0,2.0,1.0,13.0,0.0,3.0,17.0,5.0,24807.0,24807.0,1.0,0.0,0.0,0.0,0.0,0.0,3098.0,3098.0,0.0,0.0,0.0,0.0,0.0
37,5730,2.0,16.0,11.0,11.0,0.0,0.0,377004.5,377004.5,24.0,3.0,39.0,8.0,0.0,24.0,9.0,2.0,179276.0,179276.0,2.0,2.0,6914.0,6914.0,1.0,1.0,268180.0,268180.0,1.0,4321.0,4321.0,1.0,1.0,0.0,0.0,0.0,24.0,3.0,1.0,1.0,11.0,1.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,118827.5,118827.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,5731,0.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,34.0,2.0,41.0,3.0,1.0,23.0,14.0,1.0,171430.0,171430.0,1.0,0.0,8011.0,8011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,1.0,14.0,1.0,3.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,5732,1.0,11.0,10.0,9.0,0.0,0.0,216436.0,216436.0,22.0,4.0,40.0,1.0,0.0,31.0,9.0,1.0,192353.0,192353.0,1.0,1.0,7105.0,7105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,1.0,1.0,10.0,2.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,117388.0,117388.0,0.0,0.0,0.0,62139.0,62139.0,0.0,0.0,0.0
